,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Interior,ROI_coordinates,Distance_px,Distance_cm
37,behaviour.mp4,99.5,True,0.9,100.0,0.0,37,130.18075841177108,216.81962025316454,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.908108027433901,1.1853434949669157
38,behaviour.mp4,99.5,True,0.9,100.0,0.0,38,133.12745657669413,212.59762428986926,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.148619231332081,0.7717247023876792
39,behaviour.mp4,99.5,True,0.9,100.0,0.0,39,135.9235174379156,207.75766046953453,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.589562247779666,0.8378174940369651
40,behaviour.mp4,99.5,True,0.9,100.0,0.0,40,139.2954265875728,200.96828954921955,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.5805889485686135,1.1362517769145388
41,behaviour.mp4,99.5,True,0.9,100.0,0.0,41,141.2474565962623,193.47514652217185,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.743230177297965,1.1606300127478093
42,behaviour.mp4,99.5,True,0.9,100.0,0.0,42,145.32378408771436,185.34124262018554,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.098177757348774,1.363722622821264
43,behaviour.mp4,99.5,True,0.9,100.0,0.0,43,152.85634028892457,178.28208889134888,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.323325737946032,1.5473596171737607
44,behaviour.mp4,99.5,True,0.9,100.0,0.0,44,159.58546961325968,171.64477900552487,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.451722805080761,1.4167153640753138
45,behaviour.mp4,99.5,True,0.9,100.0,0.0,45,165.47865879024877,164.21219180741605,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.48541148992876,1.4217649490455793
46,behaviour.mp4,99.5,True,0.9,100.0,0.0,46,172.06911356174763,156.02432864719253,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.510718206940828,1.575447807592784
47,behaviour.mp4,99.5,True,0.9,100.0,0.0,47,180.09650912700602,149.0055148072575,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.663152783337281,1.5982961719439985
48,behaviour.mp4,99.5,True,0.9,100.0,0.0,48,187.15311577657738,143.25126691540902,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.10533174615936,1.3647949316554726
49,behaviour.mp4,99.5,True,0.9,100.0,0.0,49,193.15024848150193,137.52515184980675,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.291802845279971,1.2428553745225035
50,behaviour.mp4,99.5,True,0.9,100.0,0.0,50,199.06819072136102,129.60255190553474,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.888863950489318,1.4822382946289772
51,behaviour.mp4,99.5,True,0.9,100.0,0.0,51,206.3195998643608,122.30196676839607,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.289872589288509,1.5423453366391757
52,behaviour.mp4,99.5,True,0.9,100.0,0.0,52,213.56064981949459,117.68283810052763,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.588897141255499,1.2873867327063697
53,behaviour.mp4,99.5,True,0.9,100.0,0.0,53,219.8111308968597,112.35659572062524,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.212026034296763,1.230897656744736
54,behaviour.mp4,99.5,True,0.9,100.0,0.0,54,225.55401906387823,105.47065016360791,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.966438017021472,1.343976200075915
55,behaviour.mp4,99.5,True,0.9,100.0,0.0,55,229.12218803804794,100.91938807191849,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.783235811851052,0.8668471555593772
56,behaviour.mp4,99.5,True,0.9,100.0,0.0,56,234.13829089561176,98.90613327250435,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.405042346274821,0.8101598717356578
57,behaviour.mp4,99.5,True,0.9,100.0,0.0,57,239.2597318460932,98.62557039040054,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.12912009413725,0.7688019836601178
58,behaviour.mp4,99.5,True,0.9,100.0,0.0,58,244.34554006383337,96.66677865501988,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.449982595406072,0.8168959496679679
59,behaviour.mp4,99.5,True,0.9,100.0,0.0,59,248.0269026846579,94.01326899879373,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.538011044685708,0.6802008588205495
60,behaviour.mp4,99.5,True,0.9,100.0,0.0,60,251.44084613026394,91.45018254786656,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.269007145077515,0.6398799601409734
61,behaviour.mp4,99.5,True,0.9,100.0,0.0,61,255.95347914777878,89.71146872166818,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.836008945419614,0.7248676579997398
62,behaviour.mp4,99.5,True,0.9,100.0,0.0,62,261.64991572150956,89.20929634602749,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.718528371302732,0.8571481803476289
63,behaviour.mp4,99.5,True,0.9,100.0,0.0,63,266.61751588805885,88.96106031887614,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.973798602665413,0.7455209006367182
64,behaviour.mp4,99.5,True,0.9,100.0,0.0,64,270.8009325985587,88.1933305072771,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.253279256915446,0.6375225125874244
65,behaviour.mp4,99.5,True,0.9,100.0,0.0,65,276.2524192179277,87.2558429064569,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.531508778159076,0.8291158801570958
66,behaviour.mp4,99.5,True,0.9,100.0,0.0,66,281.89658558482733,85.26047190191622,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.986494752607972,0.8973135657783915
67,behaviour.mp4,99.5,True,0.9,100.0,0.0,67,288.6785344707034,84.19874143476437,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.864554047825279,1.0289255607297045
68,behaviour.mp4,99.5,True,0.9,100.0,0.0,68,294.721187818967,84.2855420335371,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.0432767462055095,0.9058245985701292
69,behaviour.mp4,99.5,True,0.9,100.0,0.0,69,297.2003258243919,85.85057019268581,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",2.93179780832009,0.4394461290355111
70,behaviour.mp4,99.5,True,0.9,100.0,0.0,70,297.38665338645416,87.83631189527604,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.9944643566105724,0.2989495518840113
71,behaviour.mp4,99.5,True,0.9,100.0,0.0,71,295.7896736314971,88.6561042997755,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.7951055468182484,0.26906773090585784
72,behaviour.mp4,99.5,True,0.9,100.0,0.0,72,299.5669779286927,91.25984719864176,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.587755969644506,0.6876571079009838
73,behaviour.mp4,99.5,True,0.9,100.0,0.0,73,301.94614003590664,92.16500483358652,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",2.5455299402091787,0.38154857589237606
74,behaviour.mp4,99.5,True,0.9,100.0,0.0,74,303.75073998178505,92.30205487249545,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.8097965846551074,0.2712697653335393
75,behaviour.mp4,99.5,True,0.9,100.0,0.0,75,304.7274277949637,93.63306253433173,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.65090898606756,0.24745415978499233
76,behaviour.mp4,99.5,True,0.9,100.0,0.0,76,305.46939198389674,99.29335148895862,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.7087110548292985,0.855676666278847
77,behaviour.mp4,99.5,True,0.9,100.0,0.0,77,307.52435948873733,107.06364991115952,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.03743920760888,1.2047288994890832
78,behaviour.mp4,99.5,True,0.9,100.0,0.0,78,309.40420136587613,112.16338645073913,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.435174169809845,0.8146763200308541
79,behaviour.mp4,99.5,True,0.9,100.0,0.0,79,311.6236136059077,117.88267328144157,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.134821313049651,0.9195461810816262
