52,"[(86.7773376271766, 86.44541024252615), (92.03068438499224, 97.45240400129074), (78.55372250423012, 220.7942349528644), (199.82683101304133, 243.8449347933748), (199.56582573102543, 237.4444741699885), (97.18804231546416, 123.33718649708784)]"
53,"[(79.99792076425962, 201.15341388030345), (78.37697715289983, 273.65229569420035), (87.44033756763115, 96.2092448835568), (93.90989347143584, 319.62594252287545), (80.33897620841856, 233.482856066315), (84.76575521922123, 183.2464810324163), (85.59780439121757, 115.78668377530651), (115.61541898193391, 271.7958841761372), (112.63621179221649, 234.24132843382884), (109.03054054810626, 140.55244520337038), (90.26892292353284, 126.31847010275015), (82.09139355941863, 139.1057281276717), (82.3018243069632, 108.51189082707626), (103.0414585000966, 244.848574346518), (113.40553059299938, 187.81433405447385), (93.81293296241748, 256.68559428353245), (89.09659218504379, 193.60810128003592), (96.3861068451075, 140.76538503729705), (96.07320565115212, 140.5909938139874), (82.52110806521425, 140.63399220891645), (101.74844738030714, 113.20878500451671), (79.51189227967552, 244.2037415153689), (170.24412416213573, 97.1296855671586), (155.18701930384557, 90.25216598267214), (156.7580135306804, 90.63715323938668), (151.51752107146982, 96.37847823576952), (151.2740673027481, 97.03128035193969), (145.52886242557193, 91.98307740520212), (142.9377035339525, 91.01613195030755), (146.7366094407606, 93.47312804674964), (142.6543603545622, 95.20653541233946), (133.809670304156, 96.36867309031808), (128.69735613400258, 96.25026263569512), (148.3951989142421, 109.97672971979527), (146.4585599365511, 91.25852594606845), (146.85970575632052, 91.63090987001856), (147.5751658174158, 91.58817501209826), (126.0936416841866, 88.65938405591227), (113.52826834182768, 91.04856584093872), (120.75550351288057, 109.94063231850116), (90.57022481265612, 90.81415487094088), (86.1480132247597, 100.1366558501194), (79.11875193601982, 206.26752273943285), (80.76416119046326, 260.0238146961386), (86.74037202705651, 291.4358226052804), (88.24335739107191, 265.7715851376637), (87.5154705285096, 263.2492117779084), (88.27015727101562, 208.1983885258611), (83.55432095411449, 153.07365046591866), (80.22837734132962, 99.2349145894324), (88.08465201151883, 119.75819006073048), (181.2296164945586, 89.28670769444734), (181.3865954198473, 95.24482442748092), (183.952992481203, 87.48273684210527), (182.02264479605168, 91.10355639425173), (127.94643822750946, 149.4226314141788), (97.62404149123051, 202.15333351922595), (94.40546802594996, 206.1868049119555), (88.28223353061563, 215.47331157696772), (88.69309957924264, 218.24605890603087), (87.457345907531, 218.5632718134407), (87.10785084745763, 211.11517288135596), (133.4612707783129, 107.66009010408575), (222.2553795708054, 89.13877096934742), (141.2035298859841, 129.87069561211564), (98.2953941285252, 143.17287910309756), (79.64573007463112, 115.6796843844357), (87.66060710490795, 101.87214611872146), (102.44012842020015, 91.1580089084283), (89.5181093057607, 111.15296898079764), (90.54263036613467, 115.9337145458166), (82.32882985380283, 166.8825871778827), (94.63496768001806, 105.30123916786631), (85.6876655259634, 129.83618509150423), (81.28218918063904, 147.32852089384832)]"
54,"[(107.32803495322594, 305.6498780389739), (77.97516798938142, 281.6294278682631), (103.71430607823012, 95.610303341316), (92.91909985481529, 320.027101145346), (80.32400494171993, 230.9969114250416), (84.76575521922123, 183.2464810324163), (115.61541898193391, 271.7958841761372), (112.63621179221649, 234.24132843382884), (109.53663750106875, 149.49653717901217), (87.54639552217816, 127.24009225663094), (82.80999302163293, 177.34903000697835), (105.95579617834396, 332.7015923566879), (93.7506585446164, 265.1425474700911), (114.41973602572055, 185.19532968582547), (93.81293296241748, 256.68559428353245), (84.3093152866242, 167.3447736578708), (96.37061506565308, 141.16317899101588), (93.7219436278748, 92.57876534670586), (84.29582885279302, 141.98998245514744), (95.8992766519318, 134.16473391124634), (80.39949615115465, 252.56954513645903), (88.96683861459101, 308.4212451213188), (169.40029937534183, 97.29088344511932), (150.53649666637804, 92.22916847057463), (151.98210045119924, 95.63423177392544), (144.46491931603092, 91.91998973404768), (144.07788514552684, 91.29984620295406), (130.26741794374112, 97.87774848634083), (128.31791735929707, 96.2784374257896), (148.3951989142421, 109.97672971979527), (146.4585599365511, 91.25852594606845), (126.22961257496944, 88.39828316420795), (113.9323281170216, 90.46409155077644), (115.23187837470968, 98.15082501282012), (96.50641735228125, 90.33205684367988), (89.09719665650744, 96.95084341712182), (79.00278440731901, 197.47977042845775), (86.75890322057273, 291.66474676185067), (87.47048010380622, 286.02816825259515), (88.70911831198191, 267.20895683066), (87.51571090865627, 263.07758506202026), (87.41937702933245, 200.3648120631776), (83.76199699904515, 153.17007229573045), (80.4674057393614, 99.09333679773658), (88.08465201151883, 119.75819006073048), (123.9718630537441, 124.3918934112885), (181.85228875496855, 91.36908578022825), (185.31686927764335, 86.55571546682181), (182.02264479605168, 91.10355639425173), (97.48790322580643, 202.0721357063404), (88.18670738081484, 215.88360705345107), (88.69309957924264, 218.24605890603087), (90.12496555524936, 215.94262882336733), (87.93753324933502, 210.07730645387093), (87.17075292198967, 211.0113074204947), (83.35756063532946, 249.1960721184804), (94.80741279069768, 107.41902392665476), (87.09406246489158, 100.60130884170316), (222.2553795708054, 89.13877096934742), (141.2035298859841, 129.87069561211564), (98.67585395933118, 143.21745490004875), (87.66060710490795, 101.87214611872146), (102.44012842020015, 91.1580089084283), (87.8871609403255, 92.39355033152502), (89.80935169248423, 113.95212277682155), (93.801431429457, 205.3782580517907), (78.92483758668897, 288.6788465228475), (81.00428295109147, 229.16747720364745), (85.05658453227495, 142.53337743233558), (87.13336481978924, 331.8429613011778), (153.70528264006524, 114.3259614781354), (88.24644119763477, 123.9366767825298), (81.28218918063904, 147.32852089384832), (144.82371358562483, 277.98684998638714), (104.85096596136157, 169.08589110981015), (84.45063348288609, 103.00355540506222), (90.28672445255476, 156.1872148722628), (101.63823503352135, 85.65309075873475), (96.69356964991944, 103.0463746887359), (305.65468197003275, 95.38206595442068), (230.98516955924185, 88.44932400038354), (193.28630237036052, 84.36916539406414), (136.04457976488976, 86.28871015011886), (100.3001288735282, 86.37584207134907), (81.24869984124378, 223.3716811737012), (131.5740866534747, 88.89267255382616), (289.4882124271114, 86.3677033042824), (232.70329168805975, 85.84003651092475), (113.8782821539831, 91.75096954669718), (96.26582238101314, 90.33823529411764), (84.78808329007326, 103.87460344927035), (78.53346484430041, 173.94941524587853), (89.02516676773803, 125.54597827884668), (84.82437547312642, 89.8878515154064), (90.33700552237124, 91.56209850107066), (77.53980805042258, 180.92892135797163), (97.08652323486048, 266.0299240976356), (101.69414221343004, 264.2483514671942), (98.50935895312242, 246.5398100601844), (202.1914522228981, 232.34032424426755), (105.45654968145747, 150.5549066726277), (107.0436550896802, 148.18807970272405), (93.04292616816925, 148.13673325083963), (198.5352922722995, 236.67165115549517), (199.18425230752672, 216.98460751863516), (203.01536042234144, 117.68476032686527), (196.08855585831063, 108.1558836575629), (151.5938925834253, 128.1056869352578), (109.33989009440609, 184.61716218120333), (93.9629739336493, 305.3661945282206), (83.80419184290031, 239.4882930513595), (83.54592739273927, 238.6215181518152), (106.77866023990798, 168.8229172372241), (112.62505575544915, 86.78542329537007), (85.6640625, 146.68303977272728), (85.82013515855138, 146.72179864841448), (82.3266388888889, 271.0119722222222), (85.25416319134861, 279.94805717737063), (120.58935350281835, 143.15963994018176), (120.10841276419394, 125.79229175300456)]"
55,"[(292.05148542213624, 132.9991156556584), (97.14106300513777, 121.28461977586156), (96.06741913951087, 123.85797075065234), (96.21299217566886, 123.3786913175164), (95.96259251230916, 122.84200910414022), (98.08558339906558, 120.89223954857108), (114.88837593684993, 105.2919836995241)]"
60,"[(308.0751912449296, 173.17145346146518), (309.7948690251148, 294.5024304617877), (313.20167931535605, 306.59852521664243), (320.1607599364926, 273.7452167595059), (321.18078668683813, 213.78617354657445), (221.30554327401347, 306.2217585940091), (290.8926103854043, 329.87741552412825), (317.19639326743254, 313.1567192091905), (324.0476328096264, 263.207161998844), (304.4355568647404, 330.9046675414402), (319.69987897284784, 320.43211955377814), (297.4663677130045, 332.05627413878017), (302.5203787676714, 327.8931715124033), (302.49396595359246, 328.2108053387324), (309.6221189284339, 169.5521205786897), (317.748423306139, 216.02378059364693), (265.43839122486287, 314.7512405327762), (179.62806505765474, 329.8900294465696), (123.37591692079452, 217.0223632517377), (321.19755555555554, 323.43780555555554), (170.2570629696511, 95.86360459020212), (294.2301633203889, 250.2003084634664), (208.12457578015065, 291.7348729409817), (211.52632717635288, 255.76250101414396), (301.3490998941052, 194.0036384371012), (300.46883777624674, 196.08368223011288), (287.62554611650484, 274.0073422330097)]"
61,"[(317.1297939988077, 304.788765979996), (217.61553806053516, 311.78443002287355), (306.85189050333145, 325.38414813625536), (189.2216677177877, 198.7310044147084), (287.1234436435125, 264.3013597640891), (256.5419823763821, 118.09799629567269), (251.41085421569983, 250.70250588398173), (239.57617360496013, 305.50797165633304), (275.4154256153002, 298.56022365052), (218.83299412030755, 272.9622342831298), (127.16770029465414, 150.8790514943174), (94.14616892525356, 262.9315605556976), (319.90490380593894, 304.09666457549145), (229.96660712227728, 162.3487956667051), (280.5597149388194, 281.2053247277128), (140.6214867421646, 292.38915243083164), (171.07673065419544, 289.4634020338246), (256.49924577092986, 301.27497036957226), (293.60925365813785, 250.00433254312105), (230.99874895746456, 302.4680182203118), (320.1481736164595, 238.8121905600176), (160.69134887296488, 273.5445185734289)]"
63,"[(121.7566999175832, 90.65913547617018), (90.74715414899136, 86.99621570482498), (147.38567237456593, 92.99362351814156), (79.30633693972179, 109.6812701981172), (80.4674057393614, 99.09333679773658), (196.01805185704276, 88.2456622284513), (83.39666609967682, 97.24978737880592), (81.9919242389031, 106.56094585173136), (95.93695463738804, 94.19508812481942), (87.8871609403255, 92.39355033152502), (85.79455328691137, 108.33839844211025), (131.80872579260344, 86.2556682672433), (81.78652601969058, 107.21071729957806), (97.19541295377071, 90.69753603253392), (87.94267975743576, 94.96110308980651), (80.07338444687842, 86.96951442132165), (126.25654642524222, 102.0083330979351), (274.98069281996754, 171.67331691756672), (94.89527848459146, 102.76392422957308)]"
64,"[(298.0766854443031, 333.1911165338387), (323.8442248171075, 336.50766741699493), (306.3288868445262, 317.1372368634666), (320.3268714333669, 308.13035694304574), (308.7200301583312, 300.73547234090086), (102.01470240130456, 328.01467610005), (109.74053768228876, 319.5808193253924), (314.58220359871825, 324.6421822364637), (326.5641917666087, 325.3351643321432), (90.4124992936656, 321.7563711363508), (94.2120409458378, 312.2101371299285), (278.5876009306145, 322.85830026002463)]"
65,"[(122.36339316534344, 87.0302611897365), (120.89466430399683, 87.41203273985317), (90.12186319765, 125.59275423136104), (172.98642052010297, 96.69554155202508), (170.3295922510295, 97.08369584130853), (170.23536712075733, 96.73972523666588), (151.98210045119924, 95.63423177392544), (140.77326460693232, 93.2965832278774), (137.19129359671066, 95.75183300267403), (177.46715810004588, 101.2104463056448), (88.62238042983701, 222.3961940957632), (108.03341985723556, 156.77284525986667), (83.54592739273927, 238.6215181518152), (96.31282998944032, 120.30356095271618), (290.78993088239247, 208.9711158325041)]"
66,"[(139.2954265875728, 200.96828954921955), (141.589363084922, 296.95734943674177), (223.66231398310765, 308.73181391607454), (221.30554327401347, 306.2217585940091), (106.8624570881873, 85.42751421014125), (83.29743400301213, 115.2519109999716), (189.0785661874609, 199.7292985841237), (153.1167398958303, 154.8398754619257), (95.54733371559632, 117.74426605504588), (83.72865280466931, 92.55445183376828), (101.21667375584856, 96.8249539203176), (80.62273636555064, 233.44340913876604), (84.76575521922123, 183.2464810324163), (85.63391640479435, 123.34389165438417), (86.21273520664832, 109.11798549153671), (127.45022400651656, 93.235730493978), (132.4426118457868, 290.04026153800845), (119.67438793174512, 275.3490781194185), (106.20219097731388, 132.12510422956382), (122.24818959842, 104.06503134213013), (123.18808074335148, 87.4929364131543), (120.77359558511392, 87.56538842507429), (91.66052528420228, 123.80749845998768), (81.15884067815799, 147.52160991763608), (118.92182138016553, 181.87620036335323), (255.82577445954985, 118.0498662803655), (239.7531145054707, 305.25349366265846), (238.2598175547892, 300.5787907442429), (94.5738258575198, 262.12197889182056), (89.09659218504379, 193.60810128003592), (96.1152160127926, 140.5188442557415), (97.14282093881114, 137.97583983330048), (93.7219436278748, 92.57876534670586), (81.39707522617425, 86.3815838393853), (81.14278137561412, 136.25293099598034), (121.93752591978198, 88.69550921263108), (111.71748774223676, 91.76348353957506), (200.3359104546504, 105.281098546042), (170.5307747592353, 96.97076326002588), (156.52710039029256, 90.50661736655222), (152.928025590901, 94.97710443694092), (145.52886242557193, 91.98307740520212), (143.49617682198328, 90.91281362007167), (133.809670304156, 96.36867309031808), (126.74963348592289, 95.65051012775632), (148.3951989142421, 109.97672971979527), (148.32107177917652, 94.63619564589708), (147.18410517050455, 91.64851358641644), (126.0493342437692, 88.5707010356208), (114.80175116843164, 90.65603738981244), (98.4081078607815, 89.42027880303816), (79.00278440731901, 197.47977042845775), (116.4701550173774, 273.71735532630885), (86.67675663861873, 291.7761993224784), (87.97049610452197, 264.64817541699017), (83.08128889503527, 153.4100124464113), (88.1802192199847, 119.91109411731384), (185.64540045766591, 86.23771167048055), (181.34271212299024, 90.72520830888394), (127.19360474790616, 150.64723501026126), (99.04840865781163, 205.7024374982224), (97.50075763837232, 203.30660936165523), (88.22263352723427, 215.24412034846503), (88.61890533370567, 218.008628874616), (87.11105373304704, 210.80863207675367), (89.75830414642414, 209.63391142243813), (90.71329283797148, 211.49922305410368), (152.77464872944694, 102.3355754857997), (223.2032908552196, 88.86822196013003), (141.2035298859841, 129.87069561211564), (98.2093342694057, 143.413815207106), (89.80935169248423, 113.95212277682155), (90.54263036613467, 115.9337145458166), (85.83179902395742, 120.01380878438331), (88.15588151523782, 114.85169467388208), (257.58196421022967, 118.48671269550516), (229.96660712227728, 162.3487956667051), (88.24644119763477, 123.9366767825298), (84.82475233309404, 156.5943144292893), (157.85933253005297, 226.50766385518537), (86.30568934816242, 107.52275447353826), (142.59042219901536, 90.07235566164404), (221.1389772727273, 90.57511363636364), (110.11642323626356, 123.93059965526626), (82.86768179877615, 134.15403443859398), (93.74734167426188, 287.21714033198), (120.27558744899396, 299.93096946672296), (131.47038472627094, 89.92882083480156), (96.26582238101314, 90.33823529411764), (78.93670556967876, 131.6045181418997), (95.06126426392498, 113.53680375098858), (105.30650758061071, 278.2920403587444), (252.5849674166249, 145.3065491109604), (88.62238042983701, 222.3961940957632), (98.7244320511769, 212.4185734984554), (199.0911092760804, 241.83779245802367), (198.5265865754369, 237.28647200785), (196.08855585831063, 108.1558836575629), (87.60336797864485, 137.14369284943487), (132.31242441344835, 303.3469321938241)]"
