Unnamed: 0,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Interior,ROI_coordinates,Distance_px,Distance_cm,Quadrant
10,behaviour.mp4,99.5,True,0.9,100.0,0.0,10,109.33175533917908,313.1564366022917,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",3.336408559829526,0.500093090436595,Bottom Left
11,behaviour.mp4,99.5,True,0.9,100.0,0.0,11,105.43309830835636,309.561781185491,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.30293071890613,0.7948543962866534,Bottom Left
12,behaviour.mp4,99.5,True,0.9,100.0,0.0,12,102.17477496785256,308.06643806258035,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",3.5850693224131582,0.5373647635548066,Bottom Left
13,behaviour.mp4,99.5,True,0.9,100.0,0.0,13,102.39404291662218,307.7895537525355,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",0.3531902525646195,0.0529395611328089,Bottom Left
14,behaviour.mp4,99.5,True,0.9,100.0,0.0,14,104.71443818072356,306.4992884899568,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",2.654998800278704,0.3979568243298927,Bottom Left
15,behaviour.mp4,99.5,True,0.9,100.0,0.0,15,106.00166022535518,301.8134287736106,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.859446663300394,0.7283807291831981,Bottom Left
16,behaviour.mp4,99.5,True,0.9,100.0,0.0,16,106.3380247772456,296.30570197736336,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.517988362969652,0.8270893099410037,Bottom Left
17,behaviour.mp4,99.5,True,0.9,100.0,0.0,17,106.39842938905896,290.149181418874,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.156816880842784,0.9228430889022132,Bottom Left
18,behaviour.mp4,99.5,True,0.9,100.0,0.0,18,105.56478865587307,291.6443551015973,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.7118706766385865,0.2565916858670683,Bottom Left
19,behaviour.mp4,99.5,True,0.9,100.0,0.0,19,105.2570671378092,294.1844415890352,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",2.5586582218702545,0.3835163693536016,Bottom Left
20,behaviour.mp4,99.5,True,0.9,100.0,0.0,20,105.80647431386348,294.67114166621553,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",0.7339790257407135,0.1100158546880929,Bottom Left
21,behaviour.mp4,99.5,True,0.9,100.0,0.0,21,105.59763905021744,294.4005510683703,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",0.3418061424028856,0.0512332009162582,Bottom Left
22,behaviour.mp4,99.5,True,0.9,100.0,0.0,22,105.06610650197472,293.26898507700054,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.2501873630244646,0.1873901384642254,Bottom Left
23,behaviour.mp4,99.5,True,0.9,100.0,0.0,23,105.1033324446814,293.14660090642496,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",0.1279205066354608,0.0191739591678817,Bottom Left
24,behaviour.mp4,99.5,True,0.9,100.0,0.0,24,105.17904654835516,293.5614175968307,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",0.4216699089741913,0.0632039524361475,Bottom Left
25,behaviour.mp4,99.5,True,0.9,100.0,0.0,25,105.8054089350819,292.8721227621484,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",0.9313738286133092,0.1396032913687261,Bottom Left
26,behaviour.mp4,99.5,True,0.9,100.0,0.0,26,106.36825827455236,289.40032555615846,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",3.517125988426007,0.5271807614282995,Bottom Left
27,behaviour.mp4,99.5,True,0.9,100.0,0.0,27,107.83704023998054,285.7491824987163,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",3.935500741694125,0.5898908041495636,Bottom Left
28,behaviour.mp4,99.5,True,0.9,100.0,0.0,28,109.98595129417552,282.9006204389537,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",3.568210269471262,0.5348377661153868,Bottom Left
29,behaviour.mp4,99.5,True,0.9,100.0,0.0,29,112.16617528812652,277.0972393460198,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.199403904701052,0.929226442736693,Bottom Left
30,behaviour.mp4,99.5,True,0.9,100.0,0.0,30,114.21073162747558,270.39453870914946,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.007596339136182,1.0503661188154494,Bottom Left
31,behaviour.mp4,99.5,True,0.9,100.0,0.0,31,115.00497825432862,261.947783035641,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.484014917019806,1.2716659734799962,Bottom Left
32,behaviour.mp4,99.5,True,0.9,100.0,0.0,32,117.74840003296067,252.8702172659104,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.48306719153974,1.4214135629952056,Bottom Left
33,behaviour.mp4,99.5,True,0.9,100.0,0.0,33,121.99002837231085,244.93625871140125,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.996616548116705,1.3484996493506711,Bottom Left
34,behaviour.mp4,99.5,True,0.9,100.0,0.0,34,125.55769594466808,238.7466295625861,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.14421170645939,1.0708433475542716,Bottom Left
35,behaviour.mp4,99.5,True,0.9,100.0,0.0,35,127.56909486273445,231.781407991302,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.249830145919305,1.0866744578183272,Bottom Left
36,behaviour.mp4,99.5,True,0.9,100.0,0.0,36,127.9570492070832,224.4086445611076,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.382963440984284,1.1066297599868522,Bottom Left
37,behaviour.mp4,99.5,True,0.9,100.0,0.0,37,130.18075841177108,216.81962025316452,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.908108027433901,1.1853434949669155,Bottom Left
38,behaviour.mp4,99.5,True,0.9,100.0,0.0,38,133.12745657669413,212.5976242898693,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.148619231332081,0.7717247023876792,Bottom Left
39,behaviour.mp4,99.5,True,0.9,100.0,0.0,39,135.9235174379156,207.75766046953453,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.589562247779666,0.8378174940369651,Top Left
40,behaviour.mp4,99.5,True,0.9,100.0,0.0,40,139.2954265875728,200.96828954921955,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.580588948568613,1.1362517769145388,Top Left
41,behaviour.mp4,99.5,True,0.9,100.0,0.0,41,141.2474565962623,193.47514652217183,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",7.743230177297965,1.1606300127478093,Top Left
42,behaviour.mp4,99.5,True,0.9,100.0,0.0,42,145.32378408771436,185.34124262018557,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.098177757348774,1.363722622821264,Top Left
43,behaviour.mp4,99.5,True,0.9,100.0,0.0,43,152.85634028892457,178.28208889134888,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.323325737946032,1.5473596171737607,Top Left
44,behaviour.mp4,99.5,True,0.9,100.0,0.0,44,159.58546961325968,171.64477900552487,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.45172280508076,1.4167153640753138,Top Left
45,behaviour.mp4,99.5,True,0.9,100.0,0.0,45,165.47865879024877,164.21219180741605,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.48541148992876,1.4217649490455793,Top Left
46,behaviour.mp4,99.5,True,0.9,100.0,0.0,46,172.06911356174763,156.02432864719253,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.510718206940828,1.575447807592784,Top Left
47,behaviour.mp4,99.5,True,0.9,100.0,0.0,47,180.09650912700602,149.0055148072575,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.66315278333728,1.5982961719439983,Top Left
48,behaviour.mp4,99.5,True,0.9,100.0,0.0,48,187.15311577657735,143.25126691540902,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.10533174615936,1.3647949316554726,Top Left
49,behaviour.mp4,99.5,True,0.9,100.0,0.0,49,193.15024848150196,137.52515184980675,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.291802845279971,1.2428553745225035,Top Left
50,behaviour.mp4,99.5,True,0.9,100.0,0.0,50,199.06819072136105,129.60255190553474,True,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",9.888863950489318,1.4822382946289772,Top Left
51,behaviour.mp4,99.5,True,0.9,100.0,0.0,51,206.3195998643608,122.30196676839608,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",10.289872589288509,1.5423453366391755,Top Right
52,behaviour.mp4,99.5,True,0.9,100.0,0.0,52,213.56064981949456,117.68283810052765,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.588897141255499,1.2873867327063695,Top Right
53,behaviour.mp4,99.5,True,0.9,100.0,0.0,53,219.8111308968597,112.35659572062524,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.212026034296763,1.230897656744736,Top Right
54,behaviour.mp4,99.5,True,0.9,100.0,0.0,54,225.55401906387823,105.47065016360791,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.966438017021472,1.343976200075915,Top Right
55,behaviour.mp4,99.5,True,0.9,100.0,0.0,55,229.12218803804797,100.91938807191848,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.783235811851052,0.8668471555593772,Top Right
56,behaviour.mp4,99.5,True,0.9,100.0,0.0,56,234.13829089561176,98.90613327250436,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.405042346274821,0.8101598717356578,Top Right
57,behaviour.mp4,99.5,True,0.9,100.0,0.0,57,239.2597318460932,98.62557039040054,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.12912009413725,0.7688019836601178,Top Right
58,behaviour.mp4,99.5,True,0.9,100.0,0.0,58,244.34554006383337,96.66677865501988,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.449982595406072,0.8168959496679679,Top Right
59,behaviour.mp4,99.5,True,0.9,100.0,0.0,59,248.0269026846579,94.01326899879372,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.538011044685708,0.6802008588205495,Top Right
60,behaviour.mp4,99.5,True,0.9,100.0,0.0,60,251.44084613026396,91.45018254786656,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.269007145077515,0.6398799601409734,Top Right
61,behaviour.mp4,99.5,True,0.9,100.0,0.0,61,255.9534791477788,89.71146872166818,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.836008945419614,0.7248676579997398,Top Right
62,behaviour.mp4,99.5,True,0.9,100.0,0.0,62,261.6499157215096,89.20929634602749,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.718528371302732,0.8571481803476289,Top Right
63,behaviour.mp4,99.5,True,0.9,100.0,0.0,63,266.61751588805885,88.96106031887614,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.973798602665413,0.7455209006367182,Top Right
64,behaviour.mp4,99.5,True,0.9,100.0,0.0,64,270.8009325985587,88.1933305072771,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.253279256915446,0.6375225125874244,Top Right
65,behaviour.mp4,99.5,True,0.9,100.0,0.0,65,276.2524192179277,87.2558429064569,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.531508778159076,0.8291158801570958,Top Right
66,behaviour.mp4,99.5,True,0.9,100.0,0.0,66,281.89658558482733,85.26047190191622,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.986494752607972,0.8973135657783915,Top Right
67,behaviour.mp4,99.5,True,0.9,100.0,0.0,67,288.6785344707034,84.19874143476437,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.864554047825279,1.0289255607297043,Top Right
68,behaviour.mp4,99.5,True,0.9,100.0,0.0,68,294.721187818967,84.2855420335371,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",6.0432767462055095,0.9058245985701292,Top Right
69,behaviour.mp4,99.5,True,0.9,100.0,0.0,69,297.2003258243919,85.85057019268581,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",2.93179780832009,0.4394461290355111,Top Right
70,behaviour.mp4,99.5,True,0.9,100.0,0.0,70,297.38665338645416,87.83631189527604,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.9944643566105724,0.2989495518840113,Top Right
71,behaviour.mp4,99.5,True,0.9,100.0,0.0,71,295.7896736314971,88.6561042997755,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.7951055468182484,0.2690677309058578,Top Right
72,behaviour.mp4,99.5,True,0.9,100.0,0.0,72,299.5669779286927,91.25984719864176,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",4.587755969644506,0.6876571079009838,Top Right
73,behaviour.mp4,99.5,True,0.9,100.0,0.0,73,301.94614003590664,92.16500483358652,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",2.5455299402091787,0.381548575892376,Top Right
74,behaviour.mp4,99.5,True,0.9,100.0,0.0,74,303.75073998178505,92.30205487249545,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.8097965846551076,0.2712697653335393,Top Right
75,behaviour.mp4,99.5,True,0.9,100.0,0.0,75,304.7274277949637,93.63306253433171,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",1.65090898606756,0.2474541597849923,Top Right
76,behaviour.mp4,99.5,True,0.9,100.0,0.0,76,305.46939198389674,99.29335148895862,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",5.7087110548292985,0.855676666278847,Top Right
77,behaviour.mp4,99.5,True,0.9,100.0,0.0,77,307.52435948873733,107.06364991115952,False,"{'xs': [[115.54302619485294, 115.54302619485294, 290.02096737132354, 288.5908203125, 288.5908203125]], 'ys': [[127.76094314079424, 295.93783844765346, 294.54794675090255, 127.76094314079424, 127.76094314079424]]}",8.03743920760888,1.2047288994890832,Top Right
