File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px
behaviour.mp4,99.5,True,0.9,100.0,0.0,22,145.46506888760908,303.30656093563107,1.1829722592424918
behaviour.mp4,99.5,True,0.9,100.0,0.0,23,145.36995530504853,303.23419714216516,0.11951197509989663
behaviour.mp4,99.5,True,0.9,100.0,0.0,24,145.55385474860336,303.59758659217874,0.40727251039193524
behaviour.mp4,99.5,True,0.9,100.0,0.0,25,146.36460696038674,303.39010699475335,0.836879281772136
behaviour.mp4,99.5,True,0.9,100.0,0.0,26,147.16598010878718,299.6992421311364,3.776861443640689
behaviour.mp4,99.5,True,0.9,100.0,0.0,27,148.74610992947498,296.0018135005038,4.020918891105431
behaviour.mp4,99.5,True,0.9,100.0,0.0,28,150.6814384724836,293.2797769311975,3.339907132544937
behaviour.mp4,99.5,True,0.9,100.0,0.0,29,152.78601926989023,287.5327834037511,6.120228340292801
behaviour.mp4,99.5,True,0.9,100.0,0.0,30,155.0074127808129,280.62809149230384,7.2532309712551495
behaviour.mp4,99.5,True,0.9,100.0,0.0,31,155.99221543335597,272.22794749943426,8.457674347324957
behaviour.mp4,99.5,True,0.9,100.0,0.0,32,158.60146846972444,263.52383939774154,9.086787069902707
behaviour.mp4,99.5,True,0.9,100.0,0.0,33,162.73197134762881,255.85024299237625,8.714650642269683
behaviour.mp4,99.5,True,0.9,100.0,0.0,34,165.97088881301923,249.32429725731194,7.285503008345762
behaviour.mp4,99.5,True,0.9,100.0,0.0,35,168.1763623821568,242.23580133363993,7.42367079847155
behaviour.mp4,99.5,True,0.9,100.0,0.0,36,168.57571006589413,234.8029311520109,7.44359037759711
behaviour.mp4,99.5,True,0.9,100.0,0.0,37,170.95941318030359,227.55440114772307,7.630414651950853
behaviour.mp4,99.5,True,0.9,100.0,0.0,38,173.94908990113646,223.24374018294372,5.245947469081482
behaviour.mp4,99.5,True,0.9,100.0,0.0,39,176.50482847420216,218.86126184125817,5.073254977743466
behaviour.mp4,99.5,True,0.9,100.0,0.0,40,179.86226639048573,211.79211953359555,7.825928847599122
behaviour.mp4,99.5,True,0.9,100.0,0.0,41,182.10346667904213,204.39430573603119,7.7298530203917215
behaviour.mp4,99.5,True,0.9,100.0,0.0,42,186.4084348112276,196.6230899431097,8.883948757128486
behaviour.mp4,99.5,True,0.9,100.0,0.0,43,193.91415013935918,189.33595927487158,10.461263593033385
behaviour.mp4,99.5,True,0.9,100.0,0.0,44,200.47894515948516,182.75923335198658,9.29246240353
behaviour.mp4,99.5,True,0.9,100.0,0.0,45,206.28563663862369,175.46793175158334,9.320984119820332
behaviour.mp4,99.5,True,0.9,100.0,0.0,46,213.0793147208122,167.2919486745629,10.630181614635436
behaviour.mp4,99.5,True,0.9,100.0,0.0,47,220.98365472054468,160.29346888334462,10.557334427755023
behaviour.mp4,99.5,True,0.9,100.0,0.0,48,227.8428399741148,154.6058750115559,8.91050763947838
behaviour.mp4,99.5,True,0.9,100.0,0.0,49,234.20912804949225,148.458550250963,8.849815002071606
behaviour.mp4,99.5,True,0.9,100.0,0.0,50,240.11281449255347,140.78882673848491,9.678748492229964
behaviour.mp4,99.5,True,0.9,100.0,0.0,51,246.9747564954395,133.95908647091042,9.681508155938308
behaviour.mp4,99.5,True,0.9,100.0,0.0,52,254.4154901640492,128.76599071243552,9.073740192658818
behaviour.mp4,99.5,True,0.9,100.0,0.0,53,260.64497027404724,123.34880030318104,8.255445134635682
behaviour.mp4,99.5,True,0.9,100.0,0.0,54,266.3315996356838,116.7460572359906,8.714009955695388
behaviour.mp4,99.5,True,0.9,100.0,0.0,55,270.6373812997823,112.06508479441241,6.3601304025704835
behaviour.mp4,99.5,True,0.9,100.0,0.0,56,275.71777011882097,110.36068062953412,5.358669994491872
behaviour.mp4,99.5,True,0.9,100.0,0.0,57,280.9442245157642,109.81693293746171,5.25466336847196
behaviour.mp4,99.5,True,0.9,100.0,0.0,58,285.9527717850108,107.70073163868305,5.437265276334246
behaviour.mp4,99.5,True,0.9,100.0,0.0,59,289.5935919852559,105.12144983696423,4.461868032919707
behaviour.mp4,99.5,True,0.9,100.0,0.0,60,292.8026724381293,103.03432295097393,3.8280929966809665
behaviour.mp4,99.5,True,0.9,100.0,0.0,61,297.14967556927263,101.49816520450072,4.610446490766311
behaviour.mp4,99.5,True,0.9,100.0,0.0,62,303.32077609062424,100.96613641841408,6.19399194977285
behaviour.mp4,99.5,True,0.9,100.0,0.0,63,308.2408620975183,100.59400506281199,4.934139039493812
behaviour.mp4,99.5,True,0.9,100.0,0.0,64,312.645560373268,99.90123951362051,4.45884413346541
behaviour.mp4,99.5,True,0.9,100.0,0.0,65,317.94018979833925,99.31909845788849,5.326536300223557
behaviour.mp4,99.5,True,0.9,100.0,0.0,66,323.4382465499246,97.27987939232285,5.864046592671279
behaviour.mp4,99.5,True,0.9,100.0,0.0,67,330.01308604782525,96.44610242892111,6.6274956392180275
behaviour.mp4,99.5,True,0.9,100.0,0.0,68,336.3919035716788,96.75150085262445,6.386124114032068
behaviour.mp4,99.5,True,0.9,100.0,0.0,69,338.2927882233598,97.98221236641581,2.2645117109820854
behaviour.mp4,99.5,True,0.9,100.0,0.0,70,338.77677462501197,100.1830514951753,2.2534275465750073
behaviour.mp4,99.5,True,0.9,100.0,0.0,71,337.6216866287061,101.55880620459455,1.7963655807488588
behaviour.mp4,99.5,True,0.9,100.0,0.0,72,340.70589225589225,104.19458874458874,4.057052371969722
behaviour.mp4,99.5,True,0.9,100.0,0.0,73,342.99273458762275,105.02863566441842,2.4341902379789353
behaviour.mp4,99.5,True,0.9,100.0,0.0,74,344.929145500942,105.55918055853664,2.0077761603069355
behaviour.mp4,99.5,True,0.9,100.0,0.0,75,345.35516228594184,106.95412684189566,1.4585490854128744
behaviour.mp4,99.5,True,0.9,100.0,0.0,76,346.1604145233734,113.04353499109226,6.142419944402245
behaviour.mp4,99.5,True,0.9,100.0,0.0,77,347.98230799182323,120.59551737564489,7.768637830853839
behaviour.mp4,99.5,True,0.9,100.0,0.0,78,349.9424072424337,126.04979173187586,5.795782762085077
behaviour.mp4,99.5,True,0.9,100.0,0.0,79,352.6088729638622,131.36201409679168,5.9438830656284845
behaviour.mp4,99.5,True,0.9,100.0,0.0,80,353.9490081596516,134.65334641429973,3.5537066236911583
behaviour.mp4,99.5,True,0.9,100.0,0.0,81,355.0563754851694,137.2834108007092,2.853682019826971
behaviour.mp4,99.5,True,0.9,100.0,0.0,82,354.0841121495327,136.7621203271028,1.1031952464075216
behaviour.mp4,99.5,True,0.9,100.0,0.0,83,352.24654788418707,136.7308834446919,1.8378297451336432
behaviour.mp4,99.5,True,0.9,100.0,0.0,84,351.2318473200575,136.83766787725156,1.0203039497531736
behaviour.mp4,99.5,True,0.9,100.0,0.0,85,351.43682362560725,137.2477514309076,0.4584580753089574
behaviour.mp4,99.5,True,0.9,100.0,0.0,86,351.4883250234487,137.0541788023893,0.20030665613282841
behaviour.mp4,99.5,True,0.9,100.0,0.0,87,351.66551181102363,135.41979002624672,1.643965276175852
behaviour.mp4,99.5,True,0.9,100.0,0.0,88,351.71451575799404,136.33047056718556,0.9119980452080688
behaviour.mp4,99.5,True,0.9,100.0,0.0,89,351.2869580623118,136.37660398370073,0.4300393880291444
behaviour.mp4,99.5,True,0.9,100.0,0.0,90,351.5965637390364,137.96943409828188,1.622640887250382
behaviour.mp4,99.5,True,0.9,100.0,0.0,91,351.6071319576496,139.2491020494401,1.2797115895646662
behaviour.mp4,99.5,True,0.9,100.0,0.0,92,352.1108875684275,139.96385626725308,0.8744388527916908
behaviour.mp4,99.5,True,0.9,100.0,0.0,93,351.74139628657167,139.73248780945235,0.43595317481643564
behaviour.mp4,99.5,True,0.9,100.0,0.0,94,351.98068357635145,140.13221435604106,0.46587521837707685
behaviour.mp4,99.5,True,0.9,100.0,0.0,95,351.866269470964,139.54059292225972,0.6025831962651257
behaviour.mp4,99.5,True,0.9,100.0,0.0,96,353.42661133632373,138.8927294969896,1.6894951182518778
behaviour.mp4,99.5,True,0.9,100.0,0.0,97,351.354184893555,140.64559638378535,2.7143127460762724
behaviour.mp4,99.5,True,0.9,100.0,0.0,98,350.99296630981615,144.18881285615507,3.561581367217436
behaviour.mp4,99.5,True,0.9,100.0,0.0,99,350.3642648857116,149.84634559307685,5.692358223971219
behaviour.mp4,99.5,True,0.9,100.0,0.0,100,350.837036690159,155.28855744690816,5.462708397952657
behaviour.mp4,99.5,True,0.9,100.0,0.0,101,353.9541010008052,158.30741976302772,4.339310959172127
behaviour.mp4,99.5,True,0.9,100.0,0.0,102,354.9301462917024,163.04168502074978,4.833832014081232
behaviour.mp4,99.5,True,0.9,100.0,0.0,103,352.09574493247237,168.67610397596917,6.307179086417357
behaviour.mp4,99.5,True,0.9,100.0,0.0,104,348.73978419770276,174.26949762153382,6.522923035538465
behaviour.mp4,99.5,True,0.9,100.0,0.0,105,347.5859972406052,180.39499099688985,6.233208919481125
behaviour.mp4,99.5,True,0.9,100.0,0.0,106,348.04695627723885,186.80245091147663,6.4240194419452585
behaviour.mp4,99.5,True,0.9,100.0,0.0,107,349.54445587135376,194.5205684367988,7.862050824629652
behaviour.mp4,99.5,True,0.9,100.0,0.0,108,349.4496295425144,204.12790779724804,9.607807326309068
behaviour.mp4,99.5,True,0.9,100.0,0.0,109,348.6500566251416,213.5388171123489,9.444815031923513
behaviour.mp4,99.5,True,0.9,100.0,0.0,110,350.33806876672844,222.39132523505594,9.012007825825425
behaviour.mp4,99.5,True,0.9,100.0,0.0,111,354.2867363289625,231.68126114333432,10.094299613988058
behaviour.mp4,99.5,True,0.9,100.0,0.0,112,354.99822806649416,240.38012636683686,8.72791364927711
behaviour.mp4,99.5,True,0.9,100.0,0.0,113,354.08091305558133,249.57376821007702,9.239292027586437
behaviour.mp4,99.5,True,0.9,100.0,0.0,114,353.9939169711964,258.4863472319949,8.91300359814967
behaviour.mp4,99.5,True,0.9,100.0,0.0,115,355.65979070468944,267.15054412140057,8.82289312155196
behaviour.mp4,99.5,True,0.9,100.0,0.0,116,357.9737516005122,275.576641668191,8.738050978074227
behaviour.mp4,99.5,True,0.9,100.0,0.0,117,357.404043157297,283.24690516751843,7.691391932503883
behaviour.mp4,99.5,True,0.9,100.0,0.0,118,355.3324947859554,288.58979982369004,5.730430696008379
behaviour.mp4,99.5,True,0.9,100.0,0.0,119,351.97337371728224,294.5436689118937,6.836099141577083
behaviour.mp4,99.5,True,0.9,100.0,0.0,120,352.0764826544643,299.59236300520706,5.049746874921965
behaviour.mp4,99.5,True,0.9,100.0,0.0,121,352.6638491999166,303.00224625431304,3.460101621520688
behaviour.mp4,99.5,True,0.9,100.0,0.0,122,352.1024226768135,304.7980869929484,1.8815535334893168
behaviour.mp4,99.5,True,0.9,100.0,0.0,123,351.973261184568,307.9165232747691,3.1211099844213384
behaviour.mp4,99.5,True,0.9,100.0,0.0,124,351.29052299909023,311.78163623050125,3.9249496290370622
behaviour.mp4,99.5,True,0.9,100.0,0.0,125,353.6579482519903,315.6592679127726,4.54320699412028
behaviour.mp4,99.5,True,0.9,100.0,0.0,126,354.8709052099669,316.89499477260847,1.7315557900407634
behaviour.mp4,99.5,True,0.9,100.0,0.0,127,355.8645003065604,318.0054304983796,1.4900666820795259
behaviour.mp4,99.5,True,0.9,100.0,0.0,128,356.0372959370228,318.78289204826535,0.7964325404311691
behaviour.mp4,99.5,True,0.9,100.0,0.0,129,355.0882731537035,319.06263772226464,0.9893947065658212
behaviour.mp4,99.5,True,0.9,100.0,0.0,130,354.5521067320128,320.1009234678828,1.1685511205345056
behaviour.mp4,99.5,True,0.9,100.0,0.0,131,354.0059431158908,318.5576623744163,1.637055129854522
behaviour.mp4,99.5,True,0.9,100.0,0.0,132,353.28490123076193,318.4129336716545,0.7354235497407305
behaviour.mp4,99.5,True,0.9,100.0,0.0,133,352.41447061423975,318.20622835670605,0.8946376615184135
behaviour.mp4,99.5,True,0.9,100.0,0.0,134,353.0220410243343,318.1912600331252,0.6077547646323459
behaviour.mp4,99.5,True,0.9,100.0,0.0,135,353.88542552917215,316.87400417665714,1.5749907284150948
behaviour.mp4,99.5,True,0.9,100.0,0.0,136,356.22840777772194,316.695724262674,2.3497552095376357
behaviour.mp4,99.5,True,0.9,100.0,0.0,137,357.997194593216,316.862713593471,1.7766519735912647
behaviour.mp4,99.5,True,0.9,100.0,0.0,138,361.27900537187793,316.7278894611508,3.28457904968009
behaviour.mp4,99.5,True,0.9,100.0,0.0,139,362.09758970641536,317.21895010269424,0.9545788948133735
behaviour.mp4,99.5,True,0.9,100.0,0.0,140,361.37753197180353,316.9485107687164,0.7691687555645327
behaviour.mp4,99.5,True,0.9,100.0,0.0,141,357.729217603912,317.0014262428688,3.648698093069451
behaviour.mp4,99.5,True,0.9,100.0,0.0,142,357.3019376992887,316.78540593573706,0.4787827168853907
behaviour.mp4,99.5,True,0.9,100.0,0.0,143,358.1145840766907,317.1042127548229,0.8729443983440055
behaviour.mp4,99.5,True,0.9,100.0,0.0,144,358.90412982755834,317.4763960386897,0.8728704883904791
behaviour.mp4,99.5,True,0.9,100.0,0.0,145,359.7524951906756,319.03442344687113,1.774027393808109
behaviour.mp4,99.5,True,0.9,100.0,0.0,146,361.66413820318326,320.60880431446486,2.4765003782585286
behaviour.mp4,99.5,True,0.9,100.0,0.0,147,360.07968804562915,319.55991153532767,1.90017324575928
behaviour.mp4,99.5,True,0.9,100.0,0.0,148,360.36433270460503,316.0731011639141,3.4984095169206277
behaviour.mp4,99.5,True,0.9,100.0,0.0,149,363.6519897624063,314.63210346311524,3.5895909660319187
behaviour.mp4,99.5,True,0.9,100.0,0.0,150,367.5008420917987,318.25631568848996,5.286641514990863
behaviour.mp4,99.5,True,0.9,100.0,0.0,151,366.1450144661633,321.4523557500059,3.4717345268973134
behaviour.mp4,99.5,True,0.9,100.0,0.0,152,365.9329468865733,322.5094196397764,1.0781264885763322
behaviour.mp4,99.5,True,0.9,100.0,0.0,153,365.2831724567412,322.2214536719897,0.7107258319963591
behaviour.mp4,99.5,True,0.9,100.0,0.0,154,364.6910606958436,321.6806907644121,0.8018858145678306
behaviour.mp4,99.5,True,0.9,100.0,0.0,155,364.13947672585897,319.7347063150152,2.022646868150344
behaviour.mp4,99.5,True,0.9,100.0,0.0,156,363.3899810880943,319.0347891102608,1.025489056274837
behaviour.mp4,99.5,True,0.9,100.0,0.0,157,363.13060495924645,318.5257317361664,0.5713277398621688
behaviour.mp4,99.5,True,0.9,100.0,0.0,158,361.7134391673227,317.17829965888217,1.9554876846181855
behaviour.mp4,99.5,True,0.9,100.0,0.0,159,361.1046535772789,313.0175114782087,4.205089556606028
behaviour.mp4,99.5,True,0.9,100.0,0.0,160,361.11356099309853,307.7631307699202,5.254388258369435
behaviour.mp4,99.5,True,0.9,100.0,0.0,161,361.90096454860816,302.4401176072426,5.380936116445582
behaviour.mp4,99.5,True,0.9,100.0,0.0,162,361.8766166131412,296.7575731273327,5.682596641335359
behaviour.mp4,99.5,True,0.9,100.0,0.0,163,362.7019471756314,290.69768438189493,6.115833724396355
behaviour.mp4,99.5,True,0.9,100.0,0.0,164,364.3201154317271,284.5936014283638,6.314926540239815
behaviour.mp4,99.5,True,0.9,100.0,0.0,165,364.15507889546353,279.5101084812623,5.086171212369131
behaviour.mp4,99.5,True,0.9,100.0,0.0,166,362.3964303293599,276.76227876816404,3.262424391651732
behaviour.mp4,99.5,True,0.9,100.0,0.0,167,363.15527630647824,272.2616387536723,4.564165614549174
behaviour.mp4,99.5,True,0.9,100.0,0.0,168,363.9033428929916,264.262771105933,8.033771671133566
behaviour.mp4,99.5,True,0.9,100.0,0.0,169,366.1457822150774,256.68004907352565,7.907351486685813
behaviour.mp4,99.5,True,0.9,100.0,0.0,170,365.0459962920456,250.12607045113447,6.645612451780472
behaviour.mp4,99.5,True,0.9,100.0,0.0,171,364.4500710196703,242.21258554642105,7.935891271141673
behaviour.mp4,99.5,True,0.9,100.0,0.0,172,364.16880861410215,234.16401094129907,8.053487549813465
behaviour.mp4,99.5,True,0.9,100.0,0.0,173,364.0116854734401,225.76472949467018,8.400750948636427
behaviour.mp4,99.5,True,0.9,100.0,0.0,174,363.9760695362788,216.1660682226212,9.598727348482866
behaviour.mp4,99.5,True,0.9,100.0,0.0,175,364.1644324886407,207.55399326355766,8.614134646170308
behaviour.mp4,99.5,True,0.9,100.0,0.0,176,364.8177280986223,198.6006807884266,8.977115317926959
behaviour.mp4,99.5,True,0.9,100.0,0.0,177,363.8751065747485,188.2295437382768,10.413885876571724
behaviour.mp4,99.5,True,0.9,100.0,0.0,178,363.26278419109866,179.0300707685797,9.21982871975972
behaviour.mp4,99.5,True,0.9,100.0,0.0,179,362.74016746411485,170.64143540669858,8.404899254478043
behaviour.mp4,99.5,True,0.9,100.0,0.0,180,365.1824997775207,161.39252024561716,9.565951013150135
behaviour.mp4,99.5,True,0.9,100.0,0.0,181,364.3159090382253,153.3673705927351,8.071803172809993
behaviour.mp4,99.5,True,0.9,100.0,0.0,182,365.01820569720576,144.74908292196912,8.6468550914938
behaviour.mp4,99.5,True,0.9,100.0,0.0,183,362.8862754491018,136.72907784431138,8.298530474031931
behaviour.mp4,99.5,True,0.9,100.0,0.0,184,363.8984050739169,128.95651261483934,7.838187075072017
behaviour.mp4,99.5,True,0.9,100.0,0.0,185,361.75886352006626,121.7289651307293,7.537577906444404
behaviour.mp4,99.5,True,0.9,100.0,0.0,186,361.7822985534622,119.73716259879704,1.9919403924319754
behaviour.mp4,99.5,True,0.9,100.0,0.0,187,361.84747902279645,120.16101086606767,0.42883079093150894
behaviour.mp4,99.5,True,0.9,100.0,0.0,188,363.28574937971354,119.9497138084359,1.4537083841507716
behaviour.mp4,99.5,True,0.9,100.0,0.0,189,364.4372933339723,116.50819475727225,3.6290641848984047
behaviour.mp4,99.5,True,0.9,100.0,0.0,190,364.1432679174754,115.83435171207438,0.7351975211517892
behaviour.mp4,99.5,True,0.9,100.0,0.0,191,362.50875063718235,115.4275311309076,1.6843840787769973
behaviour.mp4,99.5,True,0.9,100.0,0.0,192,362.8560013437635,114.45918318375966,1.0287277579450957
behaviour.mp4,99.5,True,0.9,100.0,0.0,193,363.1229662153921,113.68498597389926,0.8189331855770102
behaviour.mp4,99.5,True,0.9,100.0,0.0,194,363.6895626909037,112.39978643621644,1.4045531024928382
behaviour.mp4,99.5,True,0.9,100.0,0.0,195,365.8240485511107,110.96909962706447,2.5696098212189957
behaviour.mp4,99.5,True,0.9,100.0,0.0,196,363.57058352929766,109.87413028194622,2.5054066478884285
behaviour.mp4,99.5,True,0.9,100.0,0.0,197,365.2203805299405,108.42334539512082,2.1969540120746824
behaviour.mp4,99.5,True,0.9,100.0,0.0,198,365.48874158781564,108.29537519607346,0.29731133383726094
behaviour.mp4,99.5,True,0.9,100.0,0.0,199,366.39941834672453,110.1679893527875,2.082310240848521
behaviour.mp4,99.5,True,0.9,100.0,0.0,200,366.89370119729307,111.06663196251952,1.0256091245655623
behaviour.mp4,99.5,True,0.9,100.0,0.0,201,366.4618242056122,110.68513126851062,0.5762469223107545
behaviour.mp4,99.5,True,0.9,100.0,0.0,202,365.2810400533361,109.3737883994051,1.764616483721109
behaviour.mp4,99.5,True,0.9,100.0,0.0,203,365.80992141453834,110.18179904574797,0.9657104632500165
behaviour.mp4,99.5,True,0.9,100.0,0.0,204,365.23261002301444,110.74343619369687,0.8054344968645358
behaviour.mp4,99.5,True,0.9,100.0,0.0,205,364.12711591365337,111.41716027658678,1.2946124384146396
behaviour.mp4,99.5,True,0.9,100.0,0.0,206,363.76068152031456,112.97279161205766,1.5982061871111894
behaviour.mp4,99.5,True,0.9,100.0,0.0,207,361.9871682633383,112.66107206283299,1.8006994057975008
behaviour.mp4,99.5,True,0.9,100.0,0.0,208,358.22955889265484,110.08554959055937,4.555539944708466
behaviour.mp4,99.5,True,0.9,100.0,0.0,209,355.774747157788,107.96813826063868,3.2418407415720494
behaviour.mp4,99.5,True,0.9,100.0,0.0,210,352.99832063957615,106.01118785183783,3.3967924743109914
behaviour.mp4,99.5,True,0.9,100.0,0.0,211,351.0324149889221,106.09695597726616,1.9677756982474077
behaviour.mp4,99.5,True,0.9,100.0,0.0,212,348.21895867608634,106.08915610180973,2.813467124793253
behaviour.mp4,99.5,True,0.9,100.0,0.0,213,344.5727751525891,105.5443492813546,3.6866609226557987
behaviour.mp4,99.5,True,0.9,100.0,0.0,214,342.2007479177291,104.57026298535733,2.564245954460554
behaviour.mp4,99.5,True,0.9,100.0,0.0,215,341.40812917594656,104.75905393628352,0.8147923005137682
behaviour.mp4,99.5,True,0.9,100.0,0.0,216,341.19432848711676,105.42644306895063,0.700798822021165
behaviour.mp4,99.5,True,0.9,100.0,0.0,217,339.57150324312767,106.35356031267077,1.8689858630100689
behaviour.mp4,99.5,True,0.9,100.0,0.0,218,335.6290896159317,108.54170222854434,4.508945580942752
behaviour.mp4,99.5,True,0.9,100.0,0.0,219,331.216068866571,111.65554758488761,5.400998522265016
behaviour.mp4,99.5,True,0.9,100.0,0.0,220,324.9734317868845,115.43473099387435,7.297447837938798
behaviour.mp4,99.5,True,0.9,100.0,0.0,221,319.8222222222222,116.99057312492427,5.3810412297080665
behaviour.mp4,99.5,True,0.9,100.0,0.0,222,315.711563416158,119.81796991397125,4.989157085378872
behaviour.mp4,99.5,True,0.9,100.0,0.0,223,314.16018651188773,122.5407387619302,3.133726296044206
behaviour.mp4,99.5,True,0.9,100.0,0.0,224,313.18184671092337,124.78167773083887,2.4451904278653678
behaviour.mp4,99.5,True,0.9,100.0,0.0,225,311.95478761699064,126.63765298776097,2.224931049338401
behaviour.mp4,99.5,True,0.9,100.0,0.0,226,311.6329474920315,127.25839384571141,0.6992140435966296
behaviour.mp4,99.5,True,0.9,100.0,0.0,227,309.96843500070986,128.93585253892385,2.3631482182038086
behaviour.mp4,99.5,True,0.9,100.0,0.0,228,306.273423445325,133.13169154470754,5.590901122080704
behaviour.mp4,99.5,True,0.9,100.0,0.0,229,301.94557740747916,136.83242104243362,5.694352477906341
behaviour.mp4,99.5,True,0.9,100.0,0.0,230,298.35937049495436,140.76895723209995,5.325147621615137
behaviour.mp4,99.5,True,0.9,100.0,0.0,231,294.2883331309943,146.0139371130266,6.639514980033111
behaviour.mp4,99.5,True,0.9,100.0,0.0,232,290.3953671371662,153.07003393498255,8.058764582113001
behaviour.mp4,99.5,True,0.9,100.0,0.0,233,286.05655213594406,159.24665986614585,7.548246386303856
behaviour.mp4,99.5,True,0.9,100.0,0.0,234,280.25303590600026,165.40026243588215,8.458582931997908
behaviour.mp4,99.5,True,0.9,100.0,0.0,235,275.0992192738768,172.83952006897212,9.050103867306689
behaviour.mp4,99.5,True,0.9,100.0,0.0,236,270.09440628066733,181.8900883218842,10.34219216595876
behaviour.mp4,99.5,True,0.9,100.0,0.0,237,263.5477523283385,190.65019922266495,10.936097154173433
behaviour.mp4,99.5,True,0.9,100.0,0.0,238,255.59060581798772,198.35072906810296,11.073135982533097
behaviour.mp4,99.5,True,0.9,100.0,0.0,239,249.3428756694445,206.39765604361295,10.187598625692226
behaviour.mp4,99.5,True,0.9,100.0,0.0,240,244.0545042357714,215.9704092590383,10.93638315641538
behaviour.mp4,99.5,True,0.9,100.0,0.0,241,238.99009341835895,222.80556274560558,8.506913665510961
behaviour.mp4,99.5,True,0.9,100.0,0.0,242,234.4798508871272,227.3189175160438,6.38064722221571
behaviour.mp4,99.5,True,0.9,100.0,0.0,243,229.95891536565324,233.47580701960325,7.638464920935733
behaviour.mp4,99.5,True,0.9,100.0,0.0,244,225.3104968708515,242.69367532713827,10.323608411687909
behaviour.mp4,99.5,True,0.9,100.0,0.0,245,219.9260877737055,251.9607179776337,10.71773953833223
behaviour.mp4,99.5,True,0.9,100.0,0.0,246,212.79949322724258,259.1552998010799,10.126715037164676
behaviour.mp4,99.5,True,0.9,100.0,0.0,247,206.46343903403672,267.0420166112184,10.11661429444471
behaviour.mp4,99.5,True,0.9,100.0,0.0,248,202.29796576126304,275.4284046056473,9.36390256139464
behaviour.mp4,99.5,True,0.9,100.0,0.0,249,197.94656736502634,285.5531890211364,11.020250789474003
behaviour.mp4,99.5,True,0.9,100.0,0.0,250,193.19463800904978,291.21567873303167,7.392200101560526
behaviour.mp4,99.5,True,0.9,100.0,0.0,251,190.19167349106925,292.8821849892654,3.4343906298375853
behaviour.mp4,99.5,True,0.9,100.0,0.0,252,188.14158268259584,295.3820552181361,3.23298986762736
behaviour.mp4,99.5,True,0.9,100.0,0.0,253,184.58541358516328,301.70670155876667,7.25585901072961
behaviour.mp4,99.5,True,0.9,100.0,0.0,254,180.32708851516327,310.17741825069027,9.480842456059678
behaviour.mp4,99.5,True,0.9,100.0,0.0,255,174.0177843304384,318.0499896334861,10.08884034330027
behaviour.mp4,99.5,True,0.9,100.0,0.0,256,166.51182067336617,323.6687983243833,9.37606002146908
behaviour.mp4,99.5,True,0.9,100.0,0.0,257,163.13633746678477,325.95170504871567,4.07499079629819
behaviour.mp4,99.5,True,0.9,100.0,0.0,258,162.19198020026792,326.3305783247429,1.0175242533280262
behaviour.mp4,99.5,True,0.9,100.0,0.0,259,161.06588852821326,326.2661786034947,1.1279316370984949
